ecosystem,habitat,notes,trophic_position,organ,species,genus,species1,phylum,class,order,family,original_study,name_of_data_extractor,study_number,date_data_extracted,data_from,reference,reference_notes,source,common_name,dha,epa,ala,fa_id
Marine,NA,NA,Producer,NA,Rhodosorus_sp,Rhodosorus,sp,Rhodophyta,Stylonematophyceae,Stylonematales,NA,Dunstan2005,NA,7,NA,Galloway and Winder 2015,"Dunstan, G. A., Brown, M. R., & Volkman, J. K. (2005). Cryptophyceae and Rhodophyceae; chemotaxonomy, phylogeny, and application. Phytochemistry, 66(21), 2557-2570.",,NA,NA,0,20.7,26.5,2115
Freshwater,NA,NA,Producer,NA,Ulva__pertusa,Ulva,,NA,Trebouxiophyceae,NA,NA,Durmaz et al 2007,Lily,8,3_07_2020,Hixson et al 2016,"Durmaz, Y., Duyar, H. A., Gökpınar, _., Ta_kaya, L., Ö_retmen, Y. Ö., Bandarra, N. M., & Nunes, M. L. (2008). Fatty Acids, _-tocopherol and total pigment contents of Cystoseira spp., Ulva spp. and Zostera spp. from Sinop Bay (Turkey).",,NA,Chlorophytes,1.3,1.1,11.1,505
Freshwater,NA,NA,Producer,NA,Ulva__pertusa,Ulva,,NA,Trebouxiophyceae,NA,NA,Durmaz et al 2007,Lily,8,3_07_2020,Hixson et al 2016,"Durmaz, Y., Duyar, H. A., Gökpınar, _., Ta_kaya, L., Ö_retmen, Y. Ö., Bandarra, N. M., & Nunes, M. L. (2008). Fatty Acids, _-tocopherol and total pigment contents of Cystoseira spp., Ulva spp. and Zostera spp. from Sinop Bay (Turkey).",,NA,Chlorophytes,1.2,1.1,9.8,506
Marine,NA,Phytoplankton,Producer,NA,Alexandrium_lusitanicum,Alexandrium,lusitanicum,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,16.69289309,3.549248908,1.076035982,2338
Marine,NA,Phytoplankton,Producer,NA,Chaetoceros_affinis,Chaetoceros,affinis,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,1.520336667,15.98069788,0.337552565,2339
Marine,NA,Phytoplankton,Producer,NA,Phaeodactylum_tricornutum,Phaeodactylum,tricornutum,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,0.864356291,7.785469433,0.829515008,2340
Marine,NA,Phytoplankton,Producer,NA,Scrippsiella_trochoidea,Scrippsiella,trochoidea,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,26.48136121,0.908782956,1.63657143,2341
Marine,NA,Phytoplankton,Producer,NA,Skeletonema_costatum,Skeletonema,costatum,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,1.576513258,6.816455916,5.115894122,2342
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_rotula,Thalassiosira,rotula,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,2.133358645,11.34107916,1.375079427,2343
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_rotula,Thalassiosira,rotula,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,2.451523193,7.913989694,0.63383065,2344
Marine,NA,Phytoplankton,Producer,NA,Thalassiosira_weissflogii,Thalassiosira,weissflogii,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,2.701668111,13.55318094,0.952218838,2345
Marine,NA,Phytoplankton,Producer,NA,Emiliania_huxleyi,Emiliania,huxleyi,NA,NA,NA,NA,Dutz et al 2008,Lily,2,24_06_20,Columbo et al 2017,"Dutz, J., Koski, M., & Jínasdí ttir, S. H. (2008). Copepod reproduction is unaffected by diatom aldehydes or lipid composition. Limnology and Oceanography, 53(1), 225-235.",,NA,NA,34.04983749,0.394288335,0.152598008,2346
Marine,NA,Phytoplankton,Producer,NA,Stauroneis_amphioxys,Stauroneis,amphioxys,NA,NA,NA,NA,EL Maghraby and Fahkry 2015,Lily,2,24_06_20,Columbo et al 2017,"El Maghraby, D. M., & Fakhry, E. M. (2015). Lipid content and fatty acid composition of Mediterranean macro-algae as dynamic factors for biodiesel production. Oceanologia, 57(1), 86-92.",,NA,NA,3.21,24.2,0.86,2347
Marine,NA,Phytoplankton,Producer,NA,Stauroneis_amphioxys,Stauroneis,amphioxys,NA,NA,NA,NA,EL Maghraby and Fahkry 2015,Lily,2,24_06_20,Columbo et al 2017,"El Maghraby, D. M., & Fakhry, E. M. (2015). Lipid content and fatty acid composition of Mediterranean macro-algae as dynamic factors for biodiesel production. Oceanologia, 57(1), 86-92.",,NA,NA,1.91,26.06,2.22,2348
Marine,NA,Phytoplankton,Producer,NA,Stauroneis_amphioxys,Stauroneis,amphioxys,NA,NA,NA,NA,EL Maghraby and Fahkry 2015,Lily,2,24_06_20,Columbo et al 2017,"El Maghraby, D. M., & Fakhry, E. M. (2015). Lipid content and fatty acid composition of Mediterranean macro-algae as dynamic factors for biodiesel production. Oceanologia, 57(1), 86-92.",,NA,NA,3.21,24.2,0.86,2349
Marine,NA,Phytoplankton,Producer,NA,Stauroneis_amphioxys,Stauroneis,amphioxys,NA,NA,NA,NA,EL Maghraby and Fahkry 2015,Lily,2,24_06_20,Columbo et al 2017,"El Maghraby, D. M., & Fakhry, E. M. (2015). Lipid content and fatty acid composition of Mediterranean macro-algae as dynamic factors for biodiesel production. Oceanologia, 57(1), 86-92.",,NA,NA,1.91,26.06,2.22,2350
Marine,NA,Phytoplankton,Producer,NA,Spirulina_platensis,Spirulina,platensis,NA,NA,NA,NA,El-Kassas 2013,Lily,2,24_06_20,Columbo et al 2017,cf,,NA,NA,0,0,20,2351
Marine,NA,Phytoplankton,Producer,NA,Spirulina_platensis,Spirulina,platensis,NA,NA,NA,NA,El-Kassas 2013,Lily,2,24_06_20,Columbo et al 2017,cf,,NA,NA,0,0,21,2352
Marine,NA,Phytoplankton,Producer,NA,Spirulina_platensis,Spirulina,platensis,NA,NA,NA,NA,El-Kassas 2013,Lily,2,24_06_20,Columbo et al 2017,cf,,NA,NA,0,0,26,2353
Terrestrial,NA,Terrestrial plants,Producer,NA,Adansonia_digitata,Adansonia,digitata,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Baobab,NA,NA,2.33,3865
Terrestrial,NA,Terrestrial plants,Producer,NA,Albizia_lebbeck,Albizia,lebbeck,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Silk plant,NA,NA,0.4,3866
Terrestrial,NA,Terrestrial plants,Producer,NA,Albizia_zygia,Albizia,zygia,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Silk plant,NA,NA,3.42,3867
Terrestrial,NA,Terrestrial plants,Producer,NA,Daniellia_ogea,Daniellia,ogea,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Ogea,NA,NA,1.12,3868
Terrestrial,NA,Terrestrial plants,Producer,NA,Diospyros_mespiliformis,Diospyros,mespiliformis,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Jackalberry,NA,NA,1.6,3869
Terrestrial,NA,Terrestrial plants,Producer,NA,Entandrophragma_angolense,Entandrophragma,angolense,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Mahogony,NA,NA,0.3,3870
Terrestrial,NA,Terrestrial plants,Producer,NA,Enterolobium_cyclocarpium,Enterolobium,cyclocarpium,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Guanacaste,NA,NA,10.6,3871
Terrestrial,NA,Terrestrial plants,Producer,NA,Gliricidia_sepium,Gliricidia,sepium,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Gliricidia,NA,NA,1.5,3872
Terrestrial,NA,Terrestrial plants,Producer,NA,Lonchocarpus_sericeus,Lonchocarpus,sericeus,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Lancepod,NA,NA,33,3873
Terrestrial,NA,Terrestrial plants,Producer,NA,Milletia_thonningii,Milletia,thonningii,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Molluscicide plant,NA,NA,31.9,3874
Terrestrial,NA,Terrestrial plants,Producer,NA,Prosopis_africana,Prosopis,africana,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,African mesquite,NA,NA,2.34,3875
Terrestrial,NA,Terrestrial plants,Producer,NA,Prosopis_africana,Prosopis,africana,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,African mesquite,NA,NA,5.65,3876
Terrestrial,NA,Terrestrial plants,Producer,NA,Pterocarpus_osun,Pterocarpus,osun,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Pterocarpus,NA,NA,0.75,3877
Terrestrial,NA,Terrestrial plants,Producer,NA,Pterocarpus_santalinoides,Pterocarpus,santalinoides,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Mututi,NA,NA,3.93,3878
Terrestrial,NA,Terrestrial plants,Producer,NA,Sesbania_pachycarpa,Sesbania,pachycarpa,NA,NA,NA,NA,Ezeagu et al 1998,Lily,2,24_06_20,Columbo et al 2017,"Ezeagu, I. E., Petzke, K. J., Lange, E., & Metges, C. C. (1998). Fat content and fatty acid composition of oils extracted from selected wild_gathered tropical plant seeds from Nigeria. Journal of the American Oil Chemists' Society, 75(8), 1031-1035.",,NA,Fabaceae,NA,NA,29.4,3879
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Ochrophyta,Eustigmatophyceae,Eustigmatales,NA,Fabregas2004,NA,7,NA,Galloway and Winder 2015,"Fábregas, J., Maseda, A., Domínguez, A., & Otero, A. (2004). The cell composition of Nannochloropsis sp. changes under different irradiances in semicontinuous culture. World Journal of Microbiology and Biotechnology, 20(1), 31-35.",,NA,NA,0,28.9,0,2102
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Ochrophyta,Eustigmatophyceae,Eustigmatales,NA,Fabregas2004,NA,7,NA,Galloway and Winder 2015,"Fábregas, J., Maseda, A., Domínguez, A., & Otero, A. (2004). The cell composition of Nannochloropsis sp. changes under different irradiances in semicontinuous culture. World Journal of Microbiology and Biotechnology, 20(1), 31-35.",,NA,NA,0,21.27,0,2103
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Ochrophyta,Eustigmatophyceae,Eustigmatales,NA,Fabregas2004,NA,7,NA,Galloway and Winder 2015,"Fábregas, J., Maseda, A., Domínguez, A., & Otero, A. (2004). The cell composition of Nannochloropsis sp. changes under different irradiances in semicontinuous culture. World Journal of Microbiology and Biotechnology, 20(1), 31-35.",,NA,NA,0,23.81,0,2104
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Ochrophyta,Eustigmatophyceae,Eustigmatales,NA,Fabregas2004,NA,7,NA,Galloway and Winder 2015,"Fábregas, J., Maseda, A., Domínguez, A., & Otero, A. (2004). The cell composition of Nannochloropsis sp. changes under different irradiances in semicontinuous culture. World Journal of Microbiology and Biotechnology, 20(1), 31-35.",,NA,NA,0,17.11,0,2105
Marine,NA,NA,Producer,NA,Nannochloropsis_sp,Nannochloropsis,sp,Ochrophyta,Eustigmatophyceae,Eustigmatales,NA,Fabregas2004,NA,7,NA,Galloway and Winder 2015,"Fábregas, J., Maseda, A., Domínguez, A., & Otero, A. (2004). The cell composition of Nannochloropsis sp. changes under different irradiances in semicontinuous culture. World Journal of Microbiology and Biotechnology, 20(1), 31-35.",,NA,NA,0,8.02,0,2106
Marine,NA,Macrophytes,Producer,NA,Chondrus__crispus,Chondrus,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Red algae,0.3,18.7,1.1,2354
Marine,NA,Macrophytes,Producer,NA,Enteromorpha__intestinalis,Enteromorpha,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Green algae,0,1,15.5,2355
Marine,NA,Macrophytes,Producer,NA,Fucus__vesiculosus,Fucus,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Brown algae,0,4.7,5.2,2356
Marine,NA,Macrophytes,Producer,NA,Gracilaria__verrucosa,Gracilaria,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Red algae,0.2,25.8,0.5,2357
Marine,NA,Macrophytes,Producer,NA,Halidrys__siliquosa,Halidrys,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Brown algae,0,3.6,5.8,2358
Marine,NA,Macrophytes,Producer,NA,Laminaria__digitata,Laminaria,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Brown algae,0,8.3,7.9,2359
Marine,NA,Macrophytes,Producer,NA,Laminaria__saccharina,Laminaria,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Brown algae,0,6.2,3.6,2360
Marine,NA,Macrophytes,Producer,NA,Palmaria__palmata,Palmaria,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Red algae,0.5,46.6,1,2361
Marine,NA,Macrophytes,Producer,NA,Porphyra__umbilicalis,Porphyra,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Red algae,0,48,0.2,2362
Marine,NA,Macrophytes,Producer,NA,Ulva__rotundata,Ulva,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Green algae,0,1,9.6,2363
Marine,NA,Macrophytes,Producer,NA,Undaria__pinnatifida,Undaria,,NA,NA,NA,NA,Fleurence et al 1994,Lily,2,24_06_20,Columbo et al 2017,"Fleurence, J., Gutbier, G., Mabeau, S., & Leray, C. (1994). Fatty acids from 11 marine macroalgae of the French Brittany coast. Journal of Applied Phycology, 6(5-6), 527-532.",,NA,Brown algae,0,8.2,10.3,2364
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,NA,Trebouxiophyceae,NA,NA,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,cf,,NA,Chlorophytes,0,0,2.8,2182
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,NA,Trebouxiophyceae,NA,NA,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,cf,,NA,Chlorophytes,0,0,2.5,2183
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,NA,Trebouxiophyceae,NA,NA,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,cf,,NA,Chlorophytes,0,0,2.1,2184
Marine,NA,NA,Producer,NA,Chlamydomonas_reinhardtii,Chlamydomonas,reinhardtii,NA,Trebouxiophyceae,NA,NA,Floreto et al 1993,Lily,8,3_07_2020,Hixson et al 2016,cf,,NA,Chlorophytes,0,0,1.8,2185
Terrestrial,NA,Terrestrial plants,Producer,NA,Aizoon__canariense,Aizoon,,NA,NA,NA,NA,Freije et al 2013,Lily,2,24_06_20,Columbo et al 2017,,,NA,Pursane leaved aizoon,NA,NA,10.5,3880
